id,댓글,공감수
1,"  추가. 저는 택배비 포함 24,500원에 구입했고, 분명 편집할때도 2만원대였는데... 지금 3만원대로 올랐네요 ㅠㅠ 오만상사 추천템은 여기 댓글로 남겨주시면       참고하겠습니다 ㅎ ",3
1,  2:43 형 그게 지퍼백이야.. ,3
1,  2:22 ㅋㅋㅋㅋㅋㅋ 그렇게 뜯는거 맞아? ㅋㅋㅋㅋㅋ ,3
1,"  잇섭님 혹시 미니 빔프로젝트, 빔프로젝트 추천좀 해주실수있나요?? 관련영상이 마땅한게 없네요.. ",3
1,  잇섭이 영상을 올리면 가격이 뛰는 불편한 진실 ㅠㅜㅠㅜㅠㅜ ,3
1,  1:37 ITsexer ,3
1,  9:24 에 잇섭님  이름ㅋㅋㅋ ,3
1,  8:45 이걸 직접 더빙을 하는 유튜버가 있다!!!   삐쓩빠쓩뿌쓩 ,3
1,  6:25두둥탁 ,3
1,  2:05 어메이즈핏 빕 티몬가격이 24000원이길래 뭔가 했더니 배송비 50000원.... ,3
1,  9:30 손이 음... 핵공감ㅋㅋㅋㅋ ,3
1,  2:23 자연스러운거봐 ㅋㅋㅋㅋㅋㅋㅋ ,3
1,  ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ인트로 아이디어 짜는것도 진짜 힘들겠땈ㅋㅋㅋㅋㅋㅋㅋ다들 너무 기대가 큼 ㅋㅋㅋㅋㅋㅋㅋㅋ근데 항상 인트로가 정말 창의적임ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ,3
1,  잇섭님은 거의 인트로보려고 보는듯ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 인트로맛집!! ,3
1,  인트로 역대급으로 터졌닼ㅌㅌㅌㅋㅋㅌㅌㅋㅋㅋㅋㅋㅌㅋㅋㅋ 이런 적 처음인뎈ㅋㅋㅌㅌㅌㅌㅋㅋㅋㅋㅋㅋㅋㅋ ,3
1,"  미밴드 화면이 약간 작아서 불편 했는데, 서브 용도로 구매 해야 겠습니다 ㅎㅎ ",3
1,  2:22 참신한 뜯는법 잘배워갑니다 ~^^ ,3
1,  2:25 로홓켓 ,3
1,  <Intro-Eng> 0:00 Albacheongook Bogo Whatseupnida 0:02 Albahareo Whatseo? 0:03 Myeonjeobeul Bogetne 0:04 Ma! Ni Samdae Myeotchinoo 0:05 Sammanwondae Watchindaeyo? ,3
1,  4:59 없습니다 할때 겁나 허무하네 ㅋㅋㅋ ,3
1,  1:37 시계방향으로...... . 샤오미 시계말고 및친너마 ,3
1,  내가 잇섭님 오만상사 컨텐츠 젤 좋아함!!  또 하나 질러야 겠네요ㅋㅋㅋㅋㅋㅋ 다음에도 가성비 제품 부탁드려요 !!! ,3
1,  앜ㅋㅋㅋ 인트로 개욱기넼ㅋㅋㅋㅋ ,3
1,  역시 인트로 유튜버 2020년 인트로를 뒤집어 놓으셨다 ,3
1,  잘팔리면 다음 세대에 엄청 개선되겠네 ㄷㄷ 미밴드도 갈수록 진화하던데 다음세대나오면 기대해봐도 괜찮을듯 ,3
1,  진짜 리뷰 없어서 고민했는데 감사합니다. ,3
1,  저도 그거 샀는데 엄청 잘쓰고 있습니당! ,3
1,  0:00  자막하면 딸 과 천국ㅋㅋㅋ ,3
1,"  충전 방식 하나로 너무 탐난댜,,, 미밴드 충전하기 넘 귀찮아서 며칠 안차고 그러는데ㅋㅋㅋㅋㅋ ",3
1,  9:21 잇섭이름?? ,3
1,  1초계속돌려보삼ㅋㅋ ㅇㅂㅊㄱ보고왔습니다ㅇㅂㅊㄱ보고왔습니다ㅋㅋㅋ ,3
